,pickup_date,month,day_of_week,Holiday,hour_of_day,minutes_per_mile,traffic
2045,2021-11-17,November,Wednesday,NA,7,5.744900040799674,25260
2046,2021-11-17,November,Wednesday,NA,10,5.453149001536099,20690
2047,2021-11-17,November,Wednesday,NA,16,6.812390508042682,23800
2048,2021-11-17,November,Wednesday,NA,18,6.345679012345679,31010
2049,2021-11-18,November,Thursday,NA,9,5.8679354094579015,25030
2050,2021-11-18,November,Thursday,NA,10,5.652920962199312,21430
2051,2021-11-18,November,Thursday,NA,13,5.690378359869886,21840
2052,2021-11-18,November,Thursday,NA,14,6.146496815286624,24390
2053,2021-11-19,November,Friday,NA,19,5.946938444294141,39840
2054,2021-11-20,November,Saturday,NA,6,3.273703041144902,12150
2055,2021-11-20,November,Saturday,NA,16,6.194449023669417,28860
2056,2021-11-21,November,Sunday,NA,1,4.3646408839779,28610
2057,2021-11-21,November,Sunday,NA,9,4.083240637745643,17900
2058,2021-11-21,November,Sunday,NA,20,4.898860011616969,25020
2059,2021-11-21,November,Sunday,NA,22,4.236835070836674,21750
2060,2021-11-22,November,Monday,NA,1,3.88038942976356,7450
2061,2021-11-22,November,Monday,NA,6,4.346746150024838,15530
2062,2021-11-22,November,Monday,NA,12,5.492774941250449,20460
2063,2021-11-22,November,Monday,NA,18,6.156607745248977,28000
2064,2021-11-23,November,Tuesday,NA,1,3.8987847222222225,6760
2065,2021-11-24,November,Wednesday,NA,5,2.9320113314447593,9590
2066,2021-11-24,November,Wednesday,NA,7,5.221774193548387,22770
2067,2021-11-24,November,Wednesday,NA,12,6.052185931257719,22700
2068,2021-11-24,November,Wednesday,NA,15,6.964404776336526,23040
2069,2021-11-24,November,Wednesday,NA,16,6.924603174603175,24450
2070,2021-11-24,November,Wednesday,NA,22,4.724828017510944,25350
2071,2021-11-26,November,Friday,NA,2,4.035104709054766,11560
2072,2021-11-26,November,Friday,NA,15,5.309375846519114,24280
2073,2021-11-27,November,Saturday,NA,6,3.019171611043973,9080
2074,2021-11-27,November,Saturday,NA,9,4.157829879187532,16020
2075,2021-11-27,November,Saturday,NA,10,4.477124183006536,18950
2076,2021-11-27,November,Saturday,NA,11,4.843304843304844,21670
2077,2021-11-27,November,Saturday,NA,20,5.20730503455084,31330
2078,2021-11-27,November,Saturday,NA,22,4.829325058184639,32310
2079,2021-11-27,November,Saturday,NA,23,4.515182300485383,32210
2080,2021-11-28,November,Sunday,NA,8,3.6879162042175357,12060
2081,2021-11-29,November,Monday,NA,10,5.250047660338604,20400
2082,2021-11-29,November,Monday,NA,19,5.1844005021971125,25000
2083,2021-11-30,November,Tuesday,NA,5,3.0684892496084295,8410
2084,2021-11-30,November,Tuesday,NA,22,4.41468253968254,22530
2085,2021-12-01,December,Wednesday,NA,7,5.554967375619549,24580
2086,2021-12-01,December,Wednesday,NA,8,6.114327864851974,29460
2087,2021-12-01,December,Wednesday,NA,13,5.588063323149786,20240
2088,2021-12-02,December,Thursday,NA,13,5.5980725623582765,21110
2089,2021-12-03,December,Friday,NA,6,4.079111411413626,16100
2090,2021-12-03,December,Friday,NA,9,5.583832335329341,26250
2091,2021-12-03,December,Friday,NA,20,5.448585164702822,36400
2092,2021-12-04,December,Saturday,NA,14,5.726243095236962,28560
2093,2021-12-05,December,Sunday,NA,3,4.024160060400151,17170
2094,2021-12-05,December,Sunday,NA,6,3.009009009009009,10410
2095,2021-12-05,December,Sunday,NA,11,4.7199638663053305,23790
2096,2021-12-06,December,Monday,NA,3,3.411910669975186,4150
2097,2021-12-06,December,Monday,NA,5,3.147304479878512,9230
2098,2021-12-06,December,Monday,NA,6,4.230769230769231,15890
2099,2021-12-06,December,Monday,NA,23,4.141242937853107,17370
2100,2021-12-07,December,Tuesday,NA,2,3.778216911764706,4300
2101,2021-12-07,December,Tuesday,NA,4,2.977719833685211,4780
2102,2021-12-07,December,Tuesday,NA,23,4.2475222666432195,20480
2103,2021-12-08,December,Wednesday,NA,2,3.7914691943127967,4710
2104,2021-12-08,December,Wednesday,NA,12,5.429444404294443,21120
2105,2021-12-08,December,Wednesday,NA,16,6.730918177645294,25340
2106,2021-12-09,December,Thursday,NA,2,3.9634705252008073,5920
2107,2021-12-09,December,Thursday,NA,12,5.602409638554217,21930
2108,2021-12-09,December,Thursday,NA,23,4.640191384235653,27500
2109,2021-12-11,December,Saturday,NA,5,3.3281001132198575,9200
2110,2021-12-13,December,Monday,NA,3,3.0492363558688456,4110
2111,2021-12-13,December,Monday,NA,4,2.597064480884131,6080
2112,2021-12-13,December,Monday,NA,5,2.8918439716312054,9430
2113,2021-12-13,December,Monday,NA,9,5.446728418559404,24920
2114,2021-12-13,December,Monday,NA,14,5.868347338935575,22890
2115,2021-12-14,December,Tuesday,NA,5,3.145154182768766,8140
2116,2021-12-15,December,Wednesday,NA,0,4.1174997976641325,13440
2117,2021-12-15,December,Wednesday,NA,14,6.241830065359477,24970
2118,2021-12-15,December,Wednesday,NA,22,4.570771781730479,25060
2119,2021-12-16,December,Thursday,NA,15,6.519149167664018,25400
2120,2021-12-17,December,Friday,NA,3,3.4871794871794872,5950
2121,2021-12-17,December,Friday,NA,4,2.640901771336554,6650
2122,2021-12-17,December,Friday,NA,8,5.3668941979522184,28250
2123,2021-12-17,December,Friday,NA,11,5.489296636085626,23630
2124,2021-12-17,December,Friday,NA,22,4.774230658613747,30930
2125,2021-12-18,December,Saturday,NA,1,4.1530054644808745,18770
2126,2021-12-18,December,Saturday,NA,3,3.5543859649122806,11110
2127,2021-12-18,December,Saturday,NA,7,3.4853540971449757,13730
2128,2021-12-19,December,Sunday,NA,4,3.2554347724916184,10160
2129,2021-12-19,December,Sunday,NA,5,2.848613947968026,8600
2130,2021-12-20,December,Monday,NA,16,6.235703812316715,23340
2131,2021-12-21,December,Tuesday,NA,3,3.074540152306561,3600
2132,2021-12-21,December,Tuesday,NA,7,4.7966138077222364,20560
2133,2021-12-21,December,Tuesday,NA,18,5.611947924997779,25880
2134,2021-12-21,December,Tuesday,NA,20,4.85449495407757,19680
2135,2021-12-21,December,Tuesday,NA,21,4.537037037037037,17710
2136,2021-12-22,December,Wednesday,NA,3,2.775027502750275,3820
2137,2021-12-22,December,Wednesday,NA,8,5.195284134148963,23960
2138,2021-12-22,December,Wednesday,NA,21,4.653508700799533,19300
2139,2021-12-23,December,Thursday,NA,5,2.913612073363946,8330
2140,2021-12-23,December,Thursday,NA,6,3.7456597222222223,13070
2141,2021-12-23,December,Thursday,NA,15,6.277777777777778,26010
2142,2021-12-23,December,Thursday,NA,18,5.699168556311413,27840
2143,2021-12-23,December,Thursday,NA,19,5.297619047619048,25670
2144,2021-12-23,December,Thursday,NA,23,4.167807802324873,17520
2145,2021-12-24,December,Friday,NA,1,3.839541547277937,8930
2146,2021-12-24,December,Friday,NA,15,5.208485958485959,25260
2147,2021-12-24,December,Friday,NA,22,4.286165223665224,23780
2148,2021-12-25,December,Saturday,Christmas,14,4.268846503178929,17750
2149,2021-12-25,December,Saturday,Christmas,16,4.454986467546275,19700
2150,2021-12-25,December,Saturday,Christmas,22,4.140955837870538,19410
2151,2021-12-26,December,Sunday,NA,4,3.294440631434454,4970
2152,2021-12-26,December,Sunday,NA,19,4.7023809523809526,19690
2153,2021-12-27,December,Monday,NA,1,3.9533495155095437,6380
2154,2021-12-27,December,Monday,NA,5,2.998675503072237,6480
2155,2021-12-27,December,Monday,NA,17,5.271539403838301,21620
2156,2021-12-27,December,Monday,NA,18,5.023228803716608,20710
2157,2021-12-27,December,Monday,NA,22,4.179566563467493,14950
2158,2021-12-28,December,Tuesday,NA,2,3.9068710959682,3950
2159,2021-12-28,December,Tuesday,NA,22,4.19991134751773,15610
2160,2021-12-29,December,Wednesday,NA,0,4.04330312185297,11650
2161,2021-12-29,December,Wednesday,NA,7,3.9767671501035466,12280
2162,2021-12-29,December,Wednesday,NA,15,5.2687743354187395,20820
2163,2021-12-29,December,Wednesday,NA,17,5.480480480480479,23330
2164,2021-12-29,December,Wednesday,NA,21,4.402356902356902,17130
2165,2021-12-30,December,Thursday,NA,9,4.616588419405321,18130
2166,2021-12-30,December,Thursday,NA,18,5.233191287878789,25540
2167,2021-12-30,December,Thursday,NA,20,4.841565122673018,20980
2168,2021-12-31,December,Friday,NA,2,3.8400900900900905,7710
2169,2021-12-31,December,Friday,NA,9,4.2441860465116275,14330
2170,2021-01-01,January,Friday,New Year's Day,8,3.733555679080971,7870
2171,2021-01-01,January,Friday,New Year's Day,10,3.8202247191011236,8430
2172,2021-01-01,January,Friday,New Year's Day,12,4.181957186544342,10890
2173,2021-01-01,January,Friday,New Year's Day,18,4.6058558558558556,16950
2174,2021-01-01,January,Friday,New Year's Day,23,4.0154015401540155,13330
2175,2021-01-02,January,Saturday,NA,4,3.146917149060033,3380
2176,2021-01-02,January,Saturday,NA,5,3.3087554598604743,4200
2177,2021-01-02,January,Saturday,NA,15,5.216216216216216,19530
2178,2021-01-02,January,Saturday,NA,22,4.159832330964097,17260
2179,2021-01-03,January,Sunday,NA,0,4.03178075866108,12220
2180,2021-01-03,January,Sunday,NA,4,3.2839866555462884,4530
2181,2021-01-03,January,Sunday,NA,5,3.1164747768992465,4790
2182,2021-01-03,January,Sunday,NA,8,3.6539798401112273,7750
2183,2021-01-03,January,Sunday,NA,18,4.780266862529074,17650
2184,2021-01-03,January,Sunday,NA,21,4.194893469868619,12300
2185,2021-01-03,January,Sunday,NA,23,3.939003436426117,9770
2186,2021-01-04,January,Monday,NA,7,4.394913141699774,16560
2187,2021-01-04,January,Monday,NA,16,5.420289855072464,17810
2188,2021-01-04,January,Monday,NA,18,4.9789029535864975,18060
2189,2021-01-04,January,Monday,NA,20,4.439411063082011,12620
2190,2021-01-05,January,Tuesday,NA,2,3.701071472810604,2860
2191,2021-01-05,January,Tuesday,NA,4,3.4064863696705876,2720
2192,2021-01-05,January,Tuesday,NA,14,5.416666666666667,18730
2193,2021-01-05,January,Tuesday,NA,15,5.459546573236472,19440
2194,2021-01-05,January,Tuesday,NA,17,5.492985575973128,21470
2195,2021-01-06,January,Wednesday,NA,5,3.3677873693775555,5410
2196,2021-01-06,January,Wednesday,NA,9,4.920867086708671,18340
2197,2021-01-07,January,Thursday,NA,15,5.538883897374463,20000
2198,2021-01-08,January,Friday,NA,12,5.268422242314647,17480
2199,2021-01-09,January,Saturday,NA,8,4.030612244897959,11990
2200,2021-01-09,January,Saturday,NA,15,5.261853817582276,23860
2201,2021-01-10,January,Sunday,NA,3,3.715282232885969,6760
2202,2021-01-10,January,Sunday,NA,6,3.160660660660661,6750
2203,2021-01-11,January,Monday,NA,11,5.016797081547774,15140
2204,2021-01-11,January,Monday,NA,19,4.578482053414483,17240
2205,2021-01-11,January,Monday,NA,20,4.423111423111423,13660
2206,2021-01-12,January,Tuesday,NA,4,3.3067375886524824,2890
2207,2021-01-12,January,Tuesday,NA,6,3.9072327044025155,10890
2208,2021-01-12,January,Tuesday,NA,8,4.9695713583886025,22820
2209,2021-01-12,January,Tuesday,NA,18,5.1749539594843466,22190
2210,2021-01-13,January,Wednesday,NA,7,4.470899470899471,17010
2211,2021-01-13,January,Wednesday,NA,23,3.8800705467372136,11130
2212,2021-01-14,January,Thursday,NA,8,5.075757575757576,22830
2213,2021-01-14,January,Thursday,NA,9,4.935918252473426,19400
2214,2021-01-14,January,Thursday,NA,10,5.044990892531876,16980
2215,2021-01-15,January,Friday,NA,0,4.016990291262136,8710
2216,2021-01-15,January,Friday,NA,10,5.064586228444055,17940
2217,2021-01-15,January,Friday,NA,13,5.359051436205744,20390
2218,2021-01-15,January,Friday,NA,23,4.222108727726706,19660
2219,2021-01-16,January,Saturday,NA,4,3.3909712925777185,5080
2220,2021-01-16,January,Saturday,NA,21,4.50277422108408,20610
2221,2021-01-17,January,Sunday,NA,10,4.22447828539199,14030
2222,2021-01-17,January,Sunday,NA,17,4.828041551323993,21240
2223,2021-01-17,January,Sunday,NA,21,4.19855403348554,16280
2224,2021-01-18,January,Monday,"Birthday of Martin Luther King, Jr.",0,3.888888888888889,10290
2225,2021-01-18,January,Monday,"Birthday of Martin Luther King, Jr.",4,3.2650273224043715,3410
2226,2021-01-18,January,Monday,"Birthday of Martin Luther King, Jr.",6,3.5960960960960957,7870
2227,2021-01-18,January,Monday,"Birthday of Martin Luther King, Jr.",8,4.16010498687664,12890
2228,2021-01-18,January,Monday,"Birthday of Martin Luther King, Jr.",23,3.9452495974235107,10350
2229,2021-01-19,January,Tuesday,NA,0,3.73224043715847,6590
2230,2021-01-19,January,Tuesday,NA,1,3.704253214638971,4210
2231,2021-01-19,January,Tuesday,NA,2,3.529896415928803,2700
2232,2021-01-19,January,Tuesday,NA,4,3.3663663663663663,2870
2233,2021-01-19,January,Tuesday,NA,13,5.222876082251082,17060
2234,2021-01-20,January,Wednesday,NA,1,3.855087164186668,4240
2235,2021-01-20,January,Wednesday,NA,3,3.146346346346346,2580
2236,2021-01-20,January,Wednesday,NA,19,4.760017303562866,21560
2237,2021-01-21,January,Thursday,NA,1,3.939393939393939,4850
2238,2021-01-21,January,Thursday,NA,5,3.2648401826484017,5890
2239,2021-01-21,January,Thursday,NA,8,5.097629009762901,23910
2240,2021-01-22,January,Friday,NA,0,4.020956123117223,8950
2241,2021-01-22,January,Friday,NA,2,3.9134521085322,3780
2242,2021-01-22,January,Friday,NA,7,4.506172839506172,18150
2243,2021-01-22,January,Friday,NA,14,5.730067116452316,22240
2244,2021-01-23,January,Saturday,NA,3,3.878162450066578,6230
2245,2021-01-23,January,Saturday,NA,6,3.2775453277545323,8070
2246,2021-01-23,January,Saturday,NA,9,4.3035426731078905,14450
2247,2021-01-23,January,Saturday,NA,21,4.540015440041174,23160
2248,2021-01-24,January,Sunday,NA,11,4.55169615053336,16740
2249,2021-01-25,January,Monday,NA,2,3.59775641025641,3290
2250,2021-01-25,January,Monday,NA,20,4.535607906850799,14590
2251,2021-01-25,January,Monday,NA,22,4.073493531054922,12660
2252,2021-01-26,January,Tuesday,NA,3,3.4112024272416637,2440
2253,2021-01-26,January,Tuesday,NA,20,4.457516339869281,15530
2254,2021-01-26,January,Tuesday,NA,21,4.374718047344303,13820
2255,2021-01-27,January,Wednesday,NA,0,3.855820105820106,7430
2256,2021-01-27,January,Wednesday,NA,1,3.866838845467265,4540
2257,2021-01-27,January,Wednesday,NA,7,4.60860476315559,18380
2258,2021-01-27,January,Wednesday,NA,9,5.209496789607287,19720
2259,2021-01-27,January,Wednesday,NA,15,5.636609253630531,21700
2260,2021-01-27,January,Wednesday,NA,22,4.144305307096005,15290
2261,2021-01-28,January,Thursday,NA,3,3.5606060606060606,2770
2262,2021-01-28,January,Thursday,NA,6,3.9512774806892454,11750
2263,2021-01-28,January,Thursday,NA,16,5.986732673267326,23220
2264,2021-01-28,January,Thursday,NA,18,5.6065623118603245,27040
2265,2021-01-29,January,Friday,NA,10,5.167714884696016,21630
2266,2021-01-29,January,Friday,NA,18,5.469807927834813,31960
2267,2021-01-29,January,Friday,NA,19,5.113207547169812,31610
2268,2021-01-30,January,Saturday,NA,1,4.00988455988456,12040
2269,2021-01-30,January,Saturday,NA,8,4.037869719836933,14100
2270,2021-01-30,January,Saturday,NA,18,5.282051282051282,29150
2271,2021-01-31,January,Sunday,NA,1,3.9118308865806384,14900
2272,2021-01-31,January,Sunday,NA,5,3.2212257100149477,5350
2273,2021-01-31,January,Sunday,NA,15,5.077561327561327,23270
2274,2021-01-31,January,Sunday,NA,16,5.081226230856204,23340
2275,2021-01-31,January,Sunday,NA,21,4.808534779865055,15500
2276,2021-01-31,January,Sunday,NA,23,4.723618090452262,11050
2277,2021-02-01,February,Monday,NA,1,5.23517382413088,4770
2278,2021-02-01,February,Monday,NA,3,4.370291255160664,2420
2279,2021-02-02,February,Tuesday,NA,5,4.2032267104877645,2640
2280,2021-02-02,February,Tuesday,NA,10,5.146604938271605,14970
2281,2021-02-02,February,Tuesday,NA,18,5.339386078685689,19350
2282,2021-02-02,February,Tuesday,NA,19,5.033003300330034,18330
2283,2021-02-03,February,Wednesday,NA,4,3.194583512134649,3530
2284,2021-02-03,February,Wednesday,NA,7,5.019640852974186,19070
2285,2021-02-03,February,Wednesday,NA,23,4.307909604519774,12930
2286,2021-02-04,February,Thursday,NA,5,3.429651545036161,6600
2287,2021-02-04,February,Thursday,NA,8,5.840864817108055,23640
2288,2021-02-04,February,Thursday,NA,10,5.862573099415205,20150
2289,2021-02-04,February,Thursday,NA,11,5.92118035332945,19250
2290,2021-02-05,February,Friday,NA,3,3.6249466680865314,3220
2291,2021-02-05,February,Friday,NA,6,4.080882352941176,12930
2292,2021-02-05,February,Friday,NA,7,4.9284049284049285,20310
2293,2021-02-06,February,Saturday,NA,1,4.084197298146402,13190
2294,2021-02-06,February,Saturday,NA,2,4.086653047327205,9420
2295,2021-02-06,February,Saturday,NA,9,4.612312030075188,16380
2296,2021-02-06,February,Saturday,NA,17,5.714285714285714,26470
2297,2021-02-07,February,Sunday,NA,15,4.8175339640951,16940
2298,2021-02-07,February,Sunday,NA,22,4.077901766197058,15060
2299,2021-02-07,February,Sunday,NA,23,3.954312027841439,15360
2300,2021-02-08,February,Monday,NA,4,3.3210450760838355,3760
2301,2021-02-08,February,Monday,NA,9,5.423457379979119,23000
2302,2021-02-08,February,Monday,NA,13,5.642857142857143,18650
2303,2021-02-08,February,Monday,NA,22,4.2149758454106285,12670
2304,2021-02-08,February,Monday,NA,23,4.043853342918763,10390
2305,2021-02-09,February,Tuesday,NA,1,3.694461773064393,4310
2306,2021-02-09,February,Tuesday,NA,12,5.615079365079365,18620
2307,2021-02-10,February,Wednesday,NA,0,4.009672193634458,7440
2308,2021-02-10,February,Wednesday,NA,6,3.954371360679011,11820
2309,2021-02-10,February,Wednesday,NA,11,5.495571505529677,18380
2310,2021-02-11,February,Thursday,NA,6,4.057989901921873,12480
2311,2021-02-11,February,Thursday,NA,8,5.644280644280644,24890
2312,2021-02-11,February,Thursday,NA,16,5.999864194715908,23560
2313,2021-02-12,February,Friday,Lincoln's Birthday,2,3.8720538720538724,4130
2314,2021-02-12,February,Friday,Lincoln's Birthday,6,3.692976104272266,11930
2315,2021-02-12,February,Friday,Lincoln's Birthday,11,5.4218697142184755,20620
2316,2021-02-13,February,Saturday,NA,8,4.146403242147923,13710
2317,2021-02-13,February,Saturday,NA,16,5.657700601520827,28530
2318,2021-02-13,February,Saturday,NA,21,4.784660766961652,25530
2319,2021-02-14,February,Sunday,NA,3,3.9634146341463414,7530
2320,2021-02-14,February,Sunday,NA,8,3.8677918424753863,10290
2321,2021-02-14,February,Sunday,NA,11,4.517259767962125,19120
2322,2021-02-14,February,Sunday,NA,14,5.067204301075269,24450
2323,2021-02-15,February,Monday,Washington's Birthday,9,4.4430555555555555,15640
2324,2021-02-15,February,Monday,Washington's Birthday,13,5.02839295854628,18890
2325,2021-02-15,February,Monday,Washington's Birthday,19,4.740638881710904,20400
2326,2021-02-15,February,Monday,Washington's Birthday,20,4.5333700036670335,16490
2327,2021-02-16,February,Tuesday,NA,12,5.351311727692433,16240
2328,2021-02-16,February,Tuesday,NA,16,5.704746642246642,18900
2329,2021-02-16,February,Tuesday,NA,18,5.264388979814512,22160
2330,2021-02-17,February,Wednesday,NA,2,3.8044987503471255,3130
2331,2021-02-17,February,Wednesday,NA,5,3.133641532493756,5900
2332,2021-02-17,February,Wednesday,NA,12,5.552791597567717,19010
2333,2021-02-18,February,Thursday,NA,0,4.027113237639553,9150
2334,2021-02-18,February,Thursday,NA,4,3.0860771464343753,3640
2335,2021-02-18,February,Thursday,NA,10,6.089019680303755,18000
2336,2021-02-18,February,Thursday,NA,17,5.1638073310059305,19920
2337,2021-02-18,February,Thursday,NA,22,4.507625272331155,14530
2338,2021-02-19,February,Friday,NA,0,4.309135516446998,8960
2339,2021-02-19,February,Friday,NA,2,3.9870519501026362,3610
2340,2021-02-19,February,Friday,NA,11,5.274483378256964,20220
2341,2021-02-19,February,Friday,NA,19,5.040160642570282,30410
2342,2021-02-20,February,Saturday,NA,0,4.1405185404386495,16380
2343,2021-02-20,February,Saturday,NA,1,3.958333333333333,12550
2344,2021-02-21,February,Sunday,NA,0,4.098448368111289,20570
2345,2021-02-21,February,Sunday,NA,2,3.8752052545155995,11950
2346,2021-02-21,February,Sunday,NA,12,4.882045519406393,19240
2347,2021-02-22,February,Monday,NA,3,3.593778260083198,2580
2348,2021-02-22,February,Monday,NA,6,3.7299541809851093,12030
2349,2021-02-22,February,Monday,NA,7,4.671497584541063,19410
2350,2021-02-22,February,Monday,NA,19,4.795197740112995,18390
2351,2021-02-23,February,Tuesday,NA,1,3.999978832257035,3980
2352,2021-02-23,February,Tuesday,NA,3,3.7508581414217064,2410
2353,2021-02-23,February,Tuesday,NA,10,5.291666666666667,17610
2354,2021-02-23,February,Tuesday,NA,22,4.181022284043774,14980
2355,2021-02-24,February,Wednesday,NA,5,3.4206411258795937,5950
2356,2021-02-25,February,Thursday,NA,4,3.1100846805234794,3410
2357,2021-02-25,February,Thursday,NA,9,5.369945772828183,21040
2358,2021-02-25,February,Thursday,NA,15,6.15566037735849,22910
2359,2021-02-25,February,Thursday,NA,23,4.166666666666667,16350
2360,2021-02-26,February,Friday,NA,10,5.158576051779935,20170
2361,2021-02-26,February,Friday,NA,11,5.392149791370691,19980
2362,2021-02-26,February,Friday,NA,21,4.714578082211682,24860
2363,2021-02-26,February,Friday,NA,22,4.3734876572486945,24960
2364,2021-02-27,February,Saturday,NA,0,4.133685136323659,18490
2365,2021-02-27,February,Saturday,NA,2,3.937457201552157,10190
2366,2021-02-27,February,Saturday,NA,3,3.8631346578366443,7270
2367,2021-02-27,February,Saturday,NA,6,3.4222222222222225,8930
2368,2021-02-27,February,Saturday,NA,22,4.505079414191419,25560
2369,2021-02-28,February,Sunday,NA,0,4.240573782296858,21380
2370,2021-02-28,February,Sunday,NA,17,4.9552572706935125,23350
2371,2021-02-28,February,Sunday,NA,19,4.795507329990089,22220
2372,2021-02-28,February,Sunday,NA,21,4.315135598012496,17860
2373,2021-03-02,March,Tuesday,NA,14,5.797720797720799,22610
2374,2021-03-02,March,Tuesday,NA,15,5.860829986613119,23100
2375,2021-03-03,March,Wednesday,NA,16,6.087826761511666,23120
2376,2021-03-03,March,Wednesday,NA,21,4.345238095238095,18510
2377,2021-03-04,March,Thursday,NA,20,4.664861464169422,23680
2378,2021-03-05,March,Friday,NA,8,5.178701677607585,25090
2379,2021-03-05,March,Friday,NA,18,5.705118564195117,30770
2380,2021-03-05,March,Friday,NA,20,5.087064676616916,30790
2381,2021-03-06,March,Saturday,NA,3,3.8467916826125785,7160
2382,2021-03-06,March,Saturday,NA,4,3.298227342148442,5700
2383,2021-03-06,March,Saturday,NA,14,5.460009246417013,27210
2384,2021-03-06,March,Saturday,NA,16,5.4810106716886375,28690
2385,2021-03-06,March,Saturday,NA,17,5.426829268292683,30350
2386,2021-03-06,March,Saturday,NA,19,5.1738609112709835,35430
2387,2021-03-07,March,Sunday,NA,8,3.6960514233241506,10310
2388,2021-03-07,March,Sunday,NA,18,5.016339869281046,24910
2389,2021-03-08,March,Monday,NA,1,3.896780303030303,5650
2390,2021-03-08,March,Monday,NA,17,5.595041594893175,21760
2391,2021-03-09,March,Tuesday,NA,3,3.3491563377317197,2700
2392,2021-03-09,March,Tuesday,NA,8,5.352537109169386,23680
2393,2021-03-09,March,Tuesday,NA,14,5.756914119359534,21610
2394,2021-03-09,March,Tuesday,NA,16,5.847953216374269,22550
2395,2021-03-10,March,Wednesday,NA,1,3.8226299694189603,5610
2396,2021-03-10,March,Wednesday,NA,8,5.3554274735830925,23850
2397,2021-03-10,March,Wednesday,NA,22,4.256410256410257,17890
2398,2021-03-11,March,Thursday,NA,13,5.4892953312853185,20740
2399,2021-03-12,March,Friday,NA,9,5.072025285679553,21860
2400,2021-03-12,March,Friday,NA,13,5.572755417956657,22410
2401,2021-03-14,March,Sunday,NA,1,3.937535796105384,16960
2402,2021-03-14,March,Sunday,NA,8,3.6566138204839316,10820
2403,2021-03-15,March,Monday,NA,5,3.0770397330906887,6210
2404,2021-03-15,March,Monday,NA,10,5.142165759225651,19850
2405,2021-03-15,March,Monday,NA,12,5.245496284411098,19080
2406,2021-03-15,March,Monday,NA,14,5.567054304918383,21260
2407,2021-03-15,March,Monday,NA,17,5.365987292592354,23080
2408,2021-03-16,March,Tuesday,NA,0,3.9597760849492154,8500
2409,2021-03-16,March,Tuesday,NA,2,3.7313717498536914,3300
2410,2021-03-16,March,Tuesday,NA,3,3.4722222222222223,2630
2411,2021-03-16,March,Tuesday,NA,21,4.459566380281569,18100
2412,2021-03-17,March,Wednesday,NA,14,5.678771181604043,23800
2413,2021-03-17,March,Wednesday,NA,18,5.26146074256207,28580
2414,2021-03-18,March,Thursday,NA,4,2.907371038734798,4220
2415,2021-03-19,March,Friday,NA,8,5.082437275985662,26010
2416,2021-03-19,March,Friday,NA,11,5.374146783552302,22480
2417,2021-03-19,March,Friday,NA,14,6.022023900078128,26220
2418,2021-03-19,March,Friday,NA,17,6.0996835443037964,30490
2419,2021-03-19,March,Friday,NA,22,4.527777777777779,28390
2420,2021-03-20,March,Saturday,NA,3,3.7201587583673956,8370
2421,2021-03-20,March,Saturday,NA,10,4.539567392096459,21240
2422,2021-03-21,March,Sunday,NA,6,2.6509186351706036,7790
2423,2021-03-21,March,Sunday,NA,11,4.606580829756795,20170
2424,2021-03-21,March,Sunday,NA,15,5.223577235772358,25130
2425,2021-03-22,March,Monday,NA,3,3.5355074073045927,3480
2426,2021-03-22,March,Monday,NA,5,3.1035923141186297,6530
2427,2021-03-22,March,Monday,NA,13,5.381132661579979,18900
2428,2021-03-22,March,Monday,NA,19,4.8046584263689525,21240
2429,2021-03-22,March,Monday,NA,23,4.019916142557652,13070
2430,2021-03-23,March,Tuesday,NA,2,3.654376779376779,3380
2431,2021-03-23,March,Tuesday,NA,23,3.9694979350151764,15500
2432,2021-03-24,March,Wednesday,NA,12,5.372023809523809,19950
2433,2021-03-24,March,Wednesday,NA,21,4.601608187134503,22330
2434,2021-03-24,March,Wednesday,NA,23,4.0693146417445485,15290
2435,2021-03-25,March,Thursday,NA,4,3.010293330657569,3520
2436,2021-03-25,March,Thursday,NA,22,4.365465757870822,22230
2437,2021-03-26,March,Friday,NA,13,5.4594017094017095,21730
2438,2021-03-26,March,Friday,NA,17,6.031215450525152,27780
2439,2021-03-26,March,Friday,NA,18,5.786866700171037,30280
2440,2021-03-26,March,Friday,NA,20,5.210118795865518,31120
2441,2021-03-26,March,Friday,NA,21,4.8876404494382015,29270
2442,2021-03-27,March,Saturday,NA,1,4.0544687773403325,16860
2443,2021-03-28,March,Sunday,NA,11,4.650331257641673,21380
2444,2021-03-28,March,Sunday,NA,12,4.668192219679633,21630
2445,2021-03-28,March,Sunday,NA,17,4.538545059717698,21730
2446,2021-03-28,March,Sunday,NA,20,4.646200847541145,22420
2447,2021-03-29,March,Monday,NA,17,5.080760869565218,21800
2448,2021-03-29,March,Monday,NA,21,4.3051916398997125,16780
2449,2021-03-30,March,Tuesday,NA,3,3.4973544973544977,2890
2450,2021-03-30,March,Tuesday,NA,11,5.241412513243404,18340
2451,2021-03-30,March,Tuesday,NA,21,4.42733657482442,20010
2452,2021-03-31,March,Wednesday,NA,5,3.016548463356974,6110
2453,2021-03-31,March,Wednesday,NA,18,5.44529262086514,27990
2454,2021-03-31,March,Wednesday,NA,21,4.628667508461795,21660
2455,2021-03-31,March,Wednesday,NA,23,4.074148587470971,17200
2456,2021-04-01,April,Thursday,NA,6,3.636790986790987,11940
2457,2021-04-01,April,Thursday,NA,12,5.343081116558172,22060
2458,2021-04-02,April,Friday,NA,1,3.9331033812670038,8120
2459,2021-04-02,April,Friday,NA,15,5.593395252837977,27530
