,Borough,hour_of_day,day_of_week,minutes_per_mile,traffic
3257,Staten Island,14,Saturday,4.035433070866142,19310
3258,Staten Island,14,Wednesday,4.22627575385455,18820
3259,Staten Island,16,Friday,4.314641744548286,22990
3260,Staten Island,16,Wednesday,4.220623501199041,19950
3261,Staten Island,17,Thursday,4.158075601374571,21250
3262,Staten Island,18,Sunday,3.7241148964595854,13450
3263,Staten Island,18,Wednesday,4.009252120277564,17950
3264,Staten Island,19,Wednesday,3.924261287808898,14100
3265,Staten Island,22,Wednesday,3.46286701208981,9430
3266,Bronx,0,Saturday,4.435372789478361,117060
3267,Bronx,1,Monday,4.209970881496515,50220
3268,Bronx,3,Wednesday,3.817204301075269,20790
3269,Bronx,6,Sunday,3.647058823529412,37070
3270,Bronx,6,Tuesday,4.448140578154905,63220
3271,Bronx,7,Monday,5.15758547008547,102680
3272,Bronx,8,Sunday,3.9388938893889387,60040
3273,Bronx,8,Thursday,5.37037037037037,141160
3274,Bronx,9,Monday,5.008771929824562,113470
3275,Bronx,9,Saturday,4.50737210817856,96400
3276,Bronx,11,Monday,5.1953125,93930
3277,Bronx,11,Wednesday,5.313199105145414,108630
3278,Bronx,13,Thursday,5.6906882335136535,121740
3279,Bronx,13,Wednesday,5.6060606060606055,124030
3280,Bronx,14,Friday,6.154830454254639,138690
3281,Bronx,16,Sunday,5.080645161290322,124990
3282,Bronx,17,Friday,6.269841269841269,162420
3283,Bronx,17,Wednesday,6.083333333333333,150070
3284,Bronx,21,Wednesday,4.6949891067538125,107830
3285,Bronx,23,Sunday,4.365079365079365,110010
3376,Brooklyn,0,Sunday,4.9718110086056875,324500
3377,Brooklyn,0,Tuesday,4.570527974783293,121050
3378,Brooklyn,2,Wednesday,4.415076975713802,54060
3379,Brooklyn,5,Sunday,4.287905968824802,68620
3380,Brooklyn,5,Tuesday,4.342529277686081,53450
3381,Brooklyn,6,Monday,4.7656840513983365,102810
3382,Brooklyn,7,Sunday,4.382309941520468,105090
3383,Brooklyn,8,Wednesday,6.114195821883161,246360
3384,Brooklyn,9,Saturday,5.130208333333333,191740
3385,Brooklyn,11,Thursday,6.1960162171690465,222450
3386,Brooklyn,11,Tuesday,6.046099290780142,210010
3387,Brooklyn,12,Sunday,5.573476702508961,241950
3388,Brooklyn,13,Thursday,6.377139979859013,244190
3389,Brooklyn,14,Wednesday,6.6584493073940045,268540
3390,Brooklyn,15,Tuesday,6.645021645021644,265930
3391,Brooklyn,18,Friday,6.334972001729769,378120
3392,Brooklyn,18,Saturday,5.93017765772888,366180
3393,Brooklyn,18,Wednesday,6.382782380844992,325560
3394,Brooklyn,20,Monday,5.35978835978836,220630
3395,Brooklyn,20,Tuesday,5.482758620689656,254130
3396,Brooklyn,21,Monday,5.1190476190476195,203440
3397,Brooklyn,21,Thursday,5.301157122612713,270140
3398,Brooklyn,22,Friday,5.2334138486312405,352100
3399,Brooklyn,22,Tuesday,4.93796387926769,218840
3400,Brooklyn,23,Monday,4.705882352941177,168290
3521,Manhattan,2,Monday,4.28341384863124,53090
3522,Manhattan,3,Monday,4.105203642700999,33280
3523,Manhattan,4,Thursday,3.95679012345679,29990
3524,Manhattan,6,Sunday,3.84180790960452,70190
3525,Manhattan,8,Thursday,6.234648697563182,382600
3526,Manhattan,9,Tuesday,6.4690692489434625,340900
3527,Manhattan,11,Wednesday,6.816881258941344,290130
3528,Manhattan,12,Tuesday,6.7045534937083415,280900
3529,Manhattan,13,Thursday,6.803512630086284,302060
3530,Manhattan,15,Sunday,6.004215537647278,334260
3531,Manhattan,16,Saturday,6.521121656683342,420020
3532,Manhattan,16,Wednesday,7.0245573957738445,333010
3533,Manhattan,17,Sunday,5.912476722532589,351770
3534,Manhattan,18,Tuesday,6.199364543114544,429020
3535,Manhattan,19,Friday,6.369077470506758,583660
3536,Manhattan,19,Wednesday,5.938023450586265,464070
3537,Manhattan,20,Wednesday,5.560618221908545,378700
3538,Manhattan,22,Saturday,5.733333333333333,511710
3539,Manhattan,23,Tuesday,4.602070293692826,214200
3633,Queens,0,Wednesday,3.890887290167866,65390
3634,Queens,4,Sunday,3.5332669799984107,67880
3635,Queens,5,Wednesday,3.167587476979742,62170
3636,Queens,6,Sunday,3.12947130940719,72560
3637,Queens,7,Thursday,4.687123947051744,150590
3638,Queens,10,Thursday,4.699623256287547,146200
3639,Queens,10,Wednesday,4.63332125166123,144090
3640,Queens,14,Friday,5.321770278194581,197480
3641,Queens,14,Monday,5.0661375661375665,162870
3642,Queens,14,Tuesday,5.091250670960816,169590
3643,Queens,16,Thursday,5.373613139519966,181300
3644,Queens,17,Friday,5.487804878048781,218190
3645,Queens,17,Thursday,5.433125433125434,191890
3646,Queens,18,Monday,4.975609756097561,149010
3647,Queens,20,Saturday,4.616805170821792,183590
3648,Queens,21,Monday,4.241573033707865,104230
3649,Queens,22,Tuesday,4.086218251404145,103000
3650,Queens,23,Monday,3.849059512796793,84040
3651,Queens,23,Thursday,3.9955357142857135,105670
3733,Staten Island,0,Tuesday,3.338785927498769,4400
3734,Staten Island,0,Wednesday,3.277932098765432,5300
3735,Staten Island,2,Saturday,3.1524197195838988,6670
3736,Staten Island,4,Thursday,3.199058242843874,1920
3737,Staten Island,9,Friday,3.7309430234554823,17580
3738,Staten Island,9,Monday,3.662356850089192,14400
3739,Staten Island,10,Thursday,3.8116688116688113,15080
3740,Staten Island,11,Saturday,4.011627906976744,15010
3741,Staten Island,13,Saturday,4.081508515815085,16570
3742,Staten Island,13,Tuesday,3.9834772339696345,16140
3743,Staten Island,15,Monday,4.170563078358308,16640
3744,Staten Island,15,Sunday,3.828750078750079,15340
3745,Staten Island,17,Friday,4.14235190097259,22850
3746,Staten Island,17,Saturday,3.7936693923680362,20760
3747,Staten Island,17,Tuesday,4.132726603822517,19700
3748,Staten Island,18,Saturday,3.7922705314009666,18370
3749,Staten Island,19,Sunday,3.665768194070081,11530
3750,Staten Island,20,Monday,3.7018701870187023,9550
3751,Staten Island,21,Saturday,3.5908440629470673,14410
3752,Staten Island,21,Tuesday,3.594871794871795,9210
3753,Staten Island,22,Saturday,3.420969882441493,14000
3754,Staten Island,23,Friday,3.2836851780080347,12960
3755,Bronx,1,Wednesday,4.161101866074985,41000
3756,Bronx,3,Friday,3.9592760180995477,29230
3757,Bronx,4,Saturday,3.861981018522794,38540
3758,Bronx,5,Saturday,3.843818907004933,38060
3759,Bronx,5,Sunday,3.8064322188477835,38800
3760,Bronx,5,Thursday,3.992932357208187,34640
3761,Bronx,7,Tuesday,5.239387754525924,114480
3762,Bronx,10,Saturday,4.828772603616578,100990
3763,Bronx,12,Thursday,5.493562231759657,113210
3764,Bronx,12,Tuesday,5.433520684361492,108080
3765,Bronx,14,Sunday,5.030959752321982,111170
3766,Bronx,15,Sunday,5.054580971349778,121800
3767,Bronx,16,Monday,5.935114503816794,121550
3768,Bronx,16,Wednesday,6.158730158730158,142140
3769,Bronx,19,Friday,5.4941860465116275,159810
3770,Bronx,19,Monday,5.043532338308458,107210
3771,Bronx,19,Sunday,4.864636209813876,123210
3772,Bronx,21,Sunday,4.653558052434457,121140
3773,Bronx,21,Thursday,4.754485737861407,116640
3774,Bronx,22,Monday,4.361904761904762,85730
3775,Bronx,23,Wednesday,4.359889239611264,96260
3887,Brooklyn,1,Monday,4.524602261027795,101820
3888,Brooklyn,2,Monday,4.4463507041246695,64950
3889,Brooklyn,6,Tuesday,4.842272047988615,104900
3890,Brooklyn,11,Monday,5.944741532976827,198870
3891,Brooklyn,11,Wednesday,6.0890536462182805,220620
3892,Brooklyn,12,Friday,6.330868551017804,236740
3893,Brooklyn,13,Sunday,5.73841809015073,255480
3894,Brooklyn,15,Monday,6.455555555555556,248150
3895,Brooklyn,17,Saturday,6.036585365853659,343950
3896,Brooklyn,19,Friday,6.001622300113679,392560
3897,Brooklyn,19,Wednesday,5.907859078590786,316700
3898,Brooklyn,20,Wednesday,5.555555555555555,280390
3899,Brooklyn,21,Tuesday,5.193951347797501,229030
3900,Brooklyn,23,Saturday,5.137956076428018,360140
3901,Brooklyn,23,Tuesday,4.763832658569501,193490
4062,Manhattan,1,Thursday,4.363104327199907,98420
4063,Manhattan,4,Saturday,4.315697295536005,87220
4064,Manhattan,4,Wednesday,3.839740214147797,27530
4065,Manhattan,7,Friday,5.224637681159421,245830
4066,Manhattan,7,Sunday,3.9221014492753623,87610
4067,Manhattan,7,Wednesday,5.3050738599871545,280670
4068,Manhattan,8,Monday,6.046413072730565,335420
4069,Manhattan,8,Wednesday,6.33811384119804,393420
4070,Manhattan,9,Monday,6.181657848324515,306620
4071,Manhattan,9,Sunday,4.562419562419563,181710
4072,Manhattan,9,Thursday,6.526852214817717,359750
4073,Manhattan,11,Saturday,5.742925512674253,354580
4074,Manhattan,12,Saturday,6.009573542210617,383070
4075,Manhattan,13,Monday,6.222707423580786,265710
4076,Manhattan,13,Sunday,5.764525993883791,335650
4077,Manhattan,13,Tuesday,6.652608547477005,277500
4078,Manhattan,14,Tuesday,6.837606837606838,295640
4079,Manhattan,15,Saturday,6.511872235232891,405400
4080,Manhattan,16,Sunday,6.009830205540662,333010
4081,Manhattan,17,Saturday,6.4505527144997155,475200
4082,Manhattan,17,Tuesday,6.589147286821705,373220
4083,Manhattan,17,Wednesday,6.815686519106685,395900
4084,Manhattan,19,Monday,5.405001172411483,345360
4085,Manhattan,23,Friday,5.445632798573975,466510
4086,Manhattan,23,Thursday,4.936708860759493,313550
4214,Queens,0,Friday,3.9232209737827715,83730
4215,Queens,1,Friday,3.894490726630318,56880
4216,Queens,1,Saturday,4.033423667570009,93950
4217,Queens,6,Tuesday,3.918791312559018,94230
4218,Queens,8,Wednesday,4.879385964912281,183570
4219,Queens,11,Sunday,4.416878848151484,136120
4220,Queens,13,Friday,5.035291919744879,176320
4221,Queens,14,Wednesday,5.210508002783577,179050
4222,Queens,15,Monday,5.133182357381646,160130
4223,Queens,15,Sunday,4.684447605500237,162420
4224,Queens,15,Tuesday,5.21886405109489,169060
4225,Queens,19,Sunday,4.473684210526316,143740
4226,Queens,20,Wednesday,4.576972010178117,132990
4341,Staten Island,0,Saturday,3.2362011503520938,10660
4342,Staten Island,1,Wednesday,3.243243243243243,3410
4343,Staten Island,2,Friday,3.363821138211382,3450
4344,Staten Island,2,Sunday,3.248465211459754,7100
4345,Staten Island,3,Friday,3.3503401360544216,2550
4346,Staten Island,3,Thursday,3.213383838383838,1910
4347,Staten Island,4,Tuesday,3.199990308199263,1940
4348,Staten Island,4,Wednesday,3.1100744196378987,2150
4349,Staten Island,8,Thursday,3.8053588561433895,18340
4350,Staten Island,9,Sunday,3.538163001293661,8570
4351,Staten Island,10,Tuesday,3.726736379462439,15160
4352,Staten Island,13,Monday,3.967056462463688,15100
4353,Staten Island,13,Thursday,4.041218637992832,16430
4354,Staten Island,15,Thursday,4.30147867111216,19980
4355,Staten Island,21,Friday,3.590308370044053,15610
4356,Bronx,2,Monday,4.129781955868912,33600
4357,Bronx,3,Saturday,4.005704971475143,47870
4358,Bronx,7,Sunday,3.7566328991799325,53470
4359,Bronx,7,Wednesday,5.257009345794392,120010
4360,Bronx,8,Wednesday,5.423976608187135,146090
4361,Bronx,12,Sunday,4.753086419753086,92170
4362,Bronx,13,Saturday,5.443140808025201,118000
4363,Bronx,16,Thursday,6.188118811881188,142710
4364,Bronx,17,Saturday,5.524534686971235,149050
4365,Bronx,18,Saturday,5.332329704491933,155000
4366,Bronx,18,Sunday,4.995083579154375,127690
4367,Bronx,19,Saturday,5.1878975678346775,153360
4368,Bronx,20,Monday,4.741697416974169,101650
4369,Bronx,21,Friday,4.839055747669805,149460
4370,Bronx,22,Thursday,4.493029150823828,110190
4371,Bronx,23,Monday,4.258449883449884,84500
4486,Brooklyn,0,Thursday,4.669275967191981,156880
4487,Brooklyn,4,Monday,4.275825346112886,37770
4488,Brooklyn,4,Sunday,4.411764705882352,96710
4489,Brooklyn,4,Thursday,4.238095238095238,35850
4490,Brooklyn,6,Friday,4.771823898305299,112140
4491,Brooklyn,9,Thursday,6.010527604357939,240890
4492,Brooklyn,9,Tuesday,5.944951281509438,231440
4493,Brooklyn,10,Friday,5.991935483870967,238750
4494,Brooklyn,10,Tuesday,5.9664694280078905,218130
4495,Brooklyn,13,Monday,6.136851520572451,213460
4496,Brooklyn,14,Monday,6.42523978850876,235400
4497,Brooklyn,14,Saturday,6.044548943592645,302600
4498,Brooklyn,15,Friday,6.737151302879003,304880
4499,Brooklyn,15,Thursday,6.747835497835498,283530
4500,Brooklyn,15,Wednesday,6.772249226723221,282240
4501,Brooklyn,16,Tuesday,6.707459706176009,272740
4502,Brooklyn,17,Sunday,5.742296124128072,290660
4503,Brooklyn,18,Tuesday,6.239837398373984,295960
4504,Brooklyn,21,Friday,5.46740467404674,346310
4505,Brooklyn,23,Friday,5.038012492620437,349120
4671,Manhattan,0,Friday,4.731182795698925,229310
4672,Manhattan,2,Tuesday,4.272598870056497,39570
4673,Manhattan,3,Friday,4.3066329413859705,62500
4674,Manhattan,4,Friday,4.061302681992337,41410
4675,Manhattan,4,Tuesday,3.84314293820964,24160
4676,Manhattan,5,Sunday,4.084498053481396,55890
4677,Manhattan,5,Thursday,3.9020298595205825,54240
4678,Manhattan,6,Saturday,3.949379178605539,78990
4679,Manhattan,8,Friday,6.069359288008297,341140
4680,Manhattan,14,Sunday,5.913303918614639,333540
4681,Manhattan,15,Thursday,7.232706501984348,324980
4682,Manhattan,16,Thursday,7.187857961053838,325870
4683,Manhattan,17,Friday,6.962616822429906,424910
4684,Manhattan,18,Friday,6.601647327041189,517120
4685,Manhattan,19,Tuesday,5.744949494949495,411910
4686,Manhattan,20,Monday,5.185185185185185,287200
4687,Manhattan,21,Monday,4.93800685690576,255060
4688,Manhattan,21,Tuesday,5.086705202312139,307910
4689,Manhattan,22,Tuesday,4.879990992123345,284840
4806,Queens,0,Sunday,4.0604013823043665,140400
4807,Queens,0,Thursday,3.944444444444444,69580
4808,Queens,2,Saturday,3.9095186569611116,73160
4809,Queens,3,Friday,3.376022126022126,38370
4810,Queens,3,Saturday,3.6901348624827444,60410
4811,Queens,4,Thursday,3.0277348786070846,45080
4812,Queens,5,Friday,3.115538813992422,70860
4813,Queens,6,Friday,3.7215116077006605,106440
4814,Queens,6,Saturday,3.304572172598669,79860
4815,Queens,7,Sunday,3.3152020351696967,78580
4816,Queens,8,Friday,4.742268041237113,191520
4817,Queens,8,Monday,4.782033270213589,177180
4818,Queens,8,Thursday,4.856630824372759,182070
4819,Queens,8,Tuesday,4.875861122965311,178640
4820,Queens,10,Tuesday,4.624862030905078,139080
4821,Queens,11,Saturday,4.763185471465928,160340
4822,Queens,11,Thursday,4.73266735777338,144720
4823,Queens,12,Thursday,4.826398896529007,146720
4824,Queens,13,Sunday,4.668583719794972,148500
4825,Queens,13,Thursday,4.958949096880132,163370
4826,Queens,13,Tuesday,4.8914069877242685,151010
4827,Queens,14,Saturday,4.974899598393574,182730
4828,Queens,15,Saturday,4.99355252262229,186820
4829,Queens,16,Friday,5.506756756756757,205070
4830,Queens,16,Tuesday,5.32258064516129,165830
4831,Queens,17,Sunday,4.639175257731959,153330
4832,Queens,18,Wednesday,5.176199444885011,172060
4833,Queens,20,Sunday,4.3588399720475195,133390
4928,Staten Island,0,Monday,3.2528220313509295,5980
4929,Staten Island,1,Saturday,3.188790560471976,8590
4930,Staten Island,1,Thursday,3.3727518874263804,3560
4931,Staten Island,2,Monday,3.394090519090519,2640
4932,Staten Island,2,Thursday,3.2040627885503232,2970
4933,Staten Island,5,Monday,3.14327485380117,4450
4934,Staten Island,6,Thursday,3.3676975945017182,8470
4935,Staten Island,7,Friday,3.6593204775022956,14270
4936,Staten Island,7,Monday,3.713272543059777,12370
4937,Staten Island,8,Saturday,3.4666869827917766,11840
4938,Staten Island,8,Sunday,3.2799884659746255,7530
4939,Staten Island,10,Monday,3.7043795620437954,12870
4940,Staten Island,11,Friday,3.9055299539170507,15230
4941,Staten Island,13,Wednesday,4.048939503090352,17380
4942,Staten Island,14,Thursday,4.265450861195542,20410
4943,Staten Island,15,Wednesday,4.3068910256410255,19670
4944,Staten Island,16,Saturday,3.967741935483871,18310
4945,Staten Island,17,Sunday,3.6914600550964187,15030
4946,Staten Island,17,Wednesday,4.195079426578846,20340
4947,Staten Island,19,Saturday,3.7460317460317456,17570
4948,Staten Island,20,Tuesday,3.63220337323923,10320
4949,Staten Island,22,Monday,3.3961824953445063,7390
4950,Staten Island,22,Thursday,3.4254641909814323,10160
4951,Staten Island,23,Wednesday,3.394308943089431,8010
4953,Brooklyn,5,Thursday,4.362318840579711,55630
4954,Brooklyn,22,Saturday,5.333333333333333,365850
4959,Manhattan,1,Monday,4.328914664457332,78870
4960,Manhattan,21,Wednesday,5.246913580246913,352050
4974,Bronx,21,Tuesday,4.57456043144208,100700
4978,Brooklyn,5,Monday,4.346264367816093,56390
4989,Manhattan,22,Thursday,5.193236714975845,370290
4995,Queens,4,Friday,3.089815615096514,50980
4996,Queens,7,Saturday,3.5539778199170415,95660
4997,Queens,22,Monday,4.019047619047619,96310
4998,Queens,22,Saturday,4.272398727580059,167040
5006,Staten Island,20,Friday,3.7810945273631837,16990
5007,Bronx,19,Wednesday,5.247987349051179,130780
5009,Brooklyn,8,Friday,6.0507114752141975,260700
5015,Manhattan,21,Saturday,5.98255990788416,507240
0,Bronx,0,Friday,1.9094383684031682,58480
1,Bronx,0,Monday,1.8674866997816548,60930
2,Bronx,0,Saturday,1.9490817433952285,85310
3,Bronx,0,Sunday,1.9669686880880306,98370
4,Bronx,0,Thursday,1.8809292571155998,52700
5,Bronx,0,Tuesday,1.8560971142452871,42550
6,Bronx,0,Wednesday,1.8694482388136007,47230
7,Bronx,1,Friday,1.8926225374578598,40190
8,Bronx,1,Monday,1.8071052969090677,38280
9,Bronx,1,Saturday,1.899430649251232,66470
10,Bronx,1,Sunday,1.8846621504255687,82730
11,Bronx,1,Thursday,1.8478816256534791,33450
12,Bronx,1,Tuesday,1.8142633228840126,26020
13,Bronx,1,Wednesday,1.8332159024562902,30140
14,Bronx,2,Friday,1.7844339917548933,30800
15,Bronx,2,Monday,1.7962521647184893,26330
16,Bronx,2,Saturday,1.904136931214165,52600
17,Bronx,2,Sunday,1.840172145136158,63640
18,Bronx,2,Thursday,1.8216969157887413,24150
19,Bronx,2,Tuesday,1.763519802094037,18850
20,Bronx,2,Wednesday,1.7493007318144556,21150
21,Bronx,3,Friday,1.790495720006338,23880
22,Bronx,3,Monday,1.817839143462971,20610
23,Bronx,3,Saturday,1.800566191915266,40410
24,Bronx,3,Sunday,1.83274231678487,49970
25,Bronx,3,Thursday,1.743601462522852,19280
26,Bronx,3,Tuesday,1.7752790991051768,15290
27,Bronx,3,Wednesday,1.7946631535441209,16960
28,Bronx,4,Friday,1.752325984414518,25310
29,Bronx,4,Monday,1.7343744078543029,22170
30,Bronx,4,Saturday,1.7792114902681249,36390
31,Bronx,4,Sunday,1.7920550525576255,41900
32,Bronx,4,Thursday,1.725393436807693,21720
33,Bronx,4,Tuesday,1.751118810451855,18980
34,Bronx,4,Wednesday,1.703499079189687,20830
35,Bronx,5,Friday,1.925039758696391,37750
36,Bronx,5,Monday,1.8342263200095428,34250
37,Bronx,5,Saturday,1.6969602284201424,34570
38,Bronx,5,Sunday,1.736854627646919,34490
39,Bronx,5,Thursday,1.955193482688391,34260
40,Bronx,5,Tuesday,1.9105220188252678,31860
41,Bronx,5,Wednesday,1.9446345393976452,33370
42,Bronx,6,Friday,2.1504677385645095,64930
43,Bronx,6,Monday,2.2688487819770216,56670
44,Bronx,6,Saturday,1.7372621240024557,45930
45,Bronx,6,Sunday,1.7173095912858187,40480
46,Bronx,6,Thursday,2.281388927573223,59070
47,Bronx,6,Tuesday,2.2294500364291117,56970
48,Bronx,6,Wednesday,2.2735048619251788,58340
49,Bronx,7,Friday,2.3944860555030045,82590
50,Bronx,7,Monday,2.5401574460034677,70870
51,Bronx,7,Saturday,1.8861533697208996,53380
52,Bronx,7,Sunday,1.735997080824667,47000
53,Bronx,7,Thursday,2.737625655370975,75480
54,Bronx,7,Tuesday,2.657486862236413,72690
55,Bronx,7,Wednesday,2.5977401610301922,75420
56,Bronx,8,Friday,2.519783423573511,80510
57,Bronx,8,Monday,2.4841747639274687,72290
58,Bronx,8,Saturday,1.957608823965565,58310
59,Bronx,8,Sunday,1.7953241905242447,43840
60,Bronx,8,Thursday,2.784172661870503,75790
61,Bronx,8,Tuesday,2.649809704711809,73100
62,Bronx,8,Wednesday,2.743086529884032,76700
63,Bronx,9,Friday,2.3408278322383227,69720
64,Bronx,9,Monday,2.2989084802686817,60760
65,Bronx,9,Saturday,2.0798849030046327,62070
66,Bronx,9,Sunday,1.8861255703360968,48040
67,Bronx,9,Thursday,2.523692663084801,67960
68,Bronx,9,Tuesday,2.360597583362787,63120
69,Bronx,9,Wednesday,2.3685992788540737,66100
70,Bronx,10,Friday,2.48105575808852,63330
71,Bronx,10,Monday,2.277963436587399,53730
72,Bronx,10,Saturday,2.1588554663279043,64120
73,Bronx,10,Sunday,1.9649329365545412,53540
74,Bronx,10,Thursday,2.4910497116777353,59590
75,Bronx,10,Tuesday,2.364176461903451,56200
76,Bronx,10,Wednesday,2.419260354987813,59380
77,Bronx,11,Friday,2.56012828276347,60820
78,Bronx,11,Monday,2.317558936542048,50660
79,Bronx,11,Saturday,2.3655220111522715,64600
80,Bronx,11,Sunday,2.0989082024509296,57570
81,Bronx,11,Thursday,2.5034993001399717,58130
82,Bronx,11,Tuesday,2.390431637968216,53380
83,Bronx,11,Wednesday,2.300022748070587,55160
84,Bronx,12,Friday,2.5960914887073114,60930
85,Bronx,12,Monday,2.3299638312502795,51760
86,Bronx,12,Saturday,2.4417163371819903,66950
87,Bronx,12,Sunday,2.251067655652956,59750
88,Bronx,12,Thursday,2.582188931269323,59460
89,Bronx,12,Tuesday,2.451822011260347,54420
90,Bronx,12,Wednesday,2.4297308442045287,56730
91,Bronx,13,Friday,2.803999411851198,59730
92,Bronx,13,Monday,2.4603172303006877,53340
93,Bronx,13,Saturday,2.602307234734405,69650
94,Bronx,13,Sunday,2.3728229005000863,64720
95,Bronx,13,Thursday,2.671723332879588,61470
96,Bronx,13,Tuesday,2.51804985343668,58350
97,Bronx,13,Wednesday,2.556603773584906,60730
98,Bronx,14,Friday,3.0305032204106404,64440
99,Bronx,14,Monday,2.69102662449084,56790
100,Bronx,14,Saturday,2.728544659920388,74720
101,Bronx,14,Sunday,2.471669681860525,69930
102,Bronx,14,Thursday,2.9781432788748923,63930
103,Bronx,14,Tuesday,2.8024037403906137,59490
104,Bronx,14,Wednesday,2.8891179449110047,62490
105,Bronx,15,Friday,3.3611888886810863,62840
106,Bronx,15,Monday,2.8661243869643043,57090
107,Bronx,15,Saturday,2.7154111275233874,79850
108,Bronx,15,Sunday,2.4692520726707654,73330
109,Bronx,15,Thursday,3.218195423760738,61720
110,Bronx,15,Tuesday,3.0369751861213725,61870
111,Bronx,15,Wednesday,3.195895541781473,60970
112,Bronx,16,Friday,3.3201343396576233,64430
113,Bronx,16,Monday,2.8881012583559915,54670
114,Bronx,16,Saturday,2.737146286545368,83050
115,Bronx,16,Sunday,2.467959946837314,73670
116,Bronx,16,Thursday,3.223459900170012,60640
117,Bronx,16,Tuesday,3.1125739624562474,59560
118,Bronx,16,Wednesday,3.2025710172911133,61960
119,Bronx,17,Friday,3.188503113495905,74630
120,Bronx,17,Monday,2.673192771084337,60200
121,Bronx,17,Saturday,2.517596962864258,89550
122,Bronx,17,Sunday,2.3343705432386876,76990
123,Bronx,17,Thursday,3.016083976072564,65220
124,Bronx,17,Tuesday,2.9263005780346822,63980
125,Bronx,17,Wednesday,3.1228319142226426,67330
126,Bronx,18,Friday,2.9353340559769685,86130
127,Bronx,18,Monday,2.392073527228885,63940
128,Bronx,18,Saturday,2.4418253248715627,97660
129,Bronx,18,Sunday,2.241926182237601,81160
130,Bronx,18,Thursday,2.7087246645429675,72280
131,Bronx,18,Tuesday,2.560807075732449,70370
132,Bronx,18,Wednesday,2.6437048629790842,74800
133,Bronx,19,Friday,2.5576781808039213,94830
134,Bronx,19,Monday,2.1344369199899678,63940
135,Bronx,19,Saturday,2.441290170053761,100070
136,Bronx,19,Sunday,2.209065111559762,84290
137,Bronx,19,Thursday,2.3621991502009747,78960
138,Bronx,19,Tuesday,2.2481409302870787,70820
139,Bronx,19,Wednesday,2.3129651390520958,73990
140,Bronx,20,Friday,2.2925403482018045,100430
141,Bronx,20,Monday,1.9933006134378055,62230
142,Bronx,20,Saturday,2.2270320098994754,104190
143,Bronx,20,Sunday,2.136294027565084,82330
144,Bronx,20,Thursday,2.155221499105029,78750
145,Bronx,20,Tuesday,2.0676216986944045,70250
146,Bronx,20,Wednesday,2.1212121212121215,74380
147,Bronx,21,Friday,2.164086337439259,102680
148,Bronx,21,Monday,1.9412815800024859,61190
149,Bronx,21,Saturday,2.1625441696113077,106640
150,Bronx,21,Sunday,2.0849528039977785,84210
151,Bronx,21,Thursday,2.0656658360592974,80040
152,Bronx,21,Tuesday,1.9962361920668663,67160
153,Bronx,21,Wednesday,2.06644152947369,74170
154,Bronx,22,Friday,2.1191927088631894,106570
155,Bronx,22,Monday,1.9343573346277199,61690
156,Bronx,22,Saturday,2.11413435213296,109110
157,Bronx,22,Sunday,2.0312698764037513,85970
158,Bronx,22,Thursday,2.051812566384284,80290
159,Bronx,22,Tuesday,1.942044902445681,70210
160,Bronx,22,Wednesday,2.0210569028894554,76180
161,Bronx,23,Friday,2.038933284729467,101260
162,Bronx,23,Monday,1.8717042104964943,58930
163,Bronx,23,Saturday,2.0474813731556085,108940
164,Bronx,23,Sunday,1.9048478180452588,80580
165,Bronx,23,Thursday,2.0001592244544266,74410
166,Bronx,23,Tuesday,1.9493436341938324,64360
167,Bronx,23,Wednesday,1.9579906594188006,71440
168,Brooklyn,0,Friday,2.3156771253780026,134190
169,Brooklyn,0,Monday,2.002510985561833,104430
170,Brooklyn,0,Saturday,2.2098780609968216,215820
171,Brooklyn,0,Sunday,2.486535333766832,241850
172,Brooklyn,0,Thursday,2.166030534351145,105850
173,Brooklyn,0,Tuesday,2.2210865030330798,73910
174,Brooklyn,0,Wednesday,2.074559414247422,89070
175,Brooklyn,1,Friday,2.4190451846540966,90180
176,Brooklyn,1,Monday,2.0546932742054698,65570
177,Brooklyn,1,Saturday,2.147743306720963,175770
178,Brooklyn,1,Sunday,2.1523637800630437,208960
179,Brooklyn,1,Thursday,2.0747439198039315,66250
180,Brooklyn,1,Tuesday,2.106070567609029,45150
181,Brooklyn,1,Wednesday,2.215560075780636,53240
182,Brooklyn,2,Friday,2.0367361681937615,63020
183,Brooklyn,2,Monday,2.0824535783348486,45610
184,Brooklyn,2,Saturday,2.0081999840777005,137250
185,Brooklyn,2,Sunday,2.0159551530832256,159070
186,Brooklyn,2,Thursday,2.062310339566345,45170
187,Brooklyn,2,Tuesday,2.004599080183963,30190
188,Brooklyn,2,Wednesday,1.9879255518497674,37220
189,Brooklyn,3,Friday,1.8762936687459302,49370
190,Brooklyn,3,Monday,1.9432991189743616,36560
191,Brooklyn,3,Saturday,2.090909090909091,106960
192,Brooklyn,3,Sunday,2.000390320062451,124400
193,Brooklyn,3,Thursday,1.9840681305656676,35310
194,Brooklyn,3,Tuesday,2.1538345647469566,25760
195,Brooklyn,3,Wednesday,1.9316210003225762,30180
196,Brooklyn,4,Friday,1.9221835075493614,50560
197,Brooklyn,4,Monday,1.9114704273789496,42730
198,Brooklyn,4,Saturday,1.9677466354949713,85530
199,Brooklyn,4,Sunday,1.871362632952037,95430
200,Brooklyn,4,Thursday,2.022843402464683,43310
201,Brooklyn,4,Tuesday,2.041773231031543,33810
